Injury,State,FireDeptID,Month,Day,Year,IncidentNumber,IncidentType,AddressIsWildland,AidGivenOrReceived,TimeNotified,TimeArrived,ShiftCoveringIncident,Alarms,District,ActionTaken1,ActionTaken2,ActionTaken3,ApparatusUsed,SuppressionApparatus,EMSApparatus,OtherApparatus,SuppressionPersonnel,EMSPersonnel,OtherPersonnel,MutualAid,PropertyUseCode,Address,ZipCode
0,NE,21009,11,24,1999,0001396,320,N,N,1408,1410,B,0,CTY,22,31,,N,0,0,1,3,0,0,N,419,1513 COWAN DR,69361
0,NE,21009,11,24,1999,0001397,320,N,N,1724,1726,B,0,CTY,86,,,N,0,0,1,3,0,0,N,419,215 WEST 14TH,69361
0,NE,21009,11,24,1999,0001398,300,N,N,1903,1906,B,0,CTY,41,,,N,1,0,1,6,0,0,N,962,27TH AND AVE I,69361
0,NE,21009,11,24,1999,0001399,320,N,N,2157,2202,B,0,CTY,22,31,,N,0,0,1,3,0,0,N,419,77 JERRY DRIVE,69361
0,NE,21009,11,25,1999,0001400,320,N,N,1411,1412,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,426 WEST OVERLAND,69361
0,NE,21009,11,26,1999,0001401,300,N,N,0108,0113,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,449,1413 EAST OVERLAND DR,69361
0,NE,21009,11,26,1999,0001402,300,N,N,0246,0250,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,139 LEEANN LN,69361
0,NE,21009,11,26,1999,0001403,600,N,N,0810,0812,B,0,CTY,86,,,N,0,0,1,3,0,0,N,965,4021 AVE B,69361
0,NE,21009,11,26,1999,0001404,320,N,N,0928,0932,B,0,CTY,22,31,,N,2,0,0,6,0,0,N,579,709 S. BROADWAY,69361
0,NE,21009,11,26,1999,0001405,300,N,N,1153,1154,B,0,CTY,22,31,,N,0,0,1,3,0,0,N,962,1614 1ST AVE,69361
0,NE,21009,11,26,1999,0001406,300,N,N,1331,1335,B,0,CTY,22,31,,N,0,0,1,3,0,0,N,429,606 EAST 11TH STREET,69361
0,NE,21009,11,26,1999,0001407,600,N,N,2234,2237,B,0,CTY,86,,,N,0,0,1,2,0,0,N,965,209 W. 27TH ST,69361
0,NE,21009,11,26,1999,0001408,410,N,N,2332,2335,B,0,CTY,41,,,N,0,0,1,2,0,0,N,962,19TH ST. AND BROADWAY,69361
0,NE,21009,11,27,1999,0001409,320,N,N,1148,1153,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,721 ROSEDALE,69361
0,NE,21009,11,27,1999,0001410,651,N,N,1222,1225,A,1,CTY,86,,,N,1,0,1,9,0,0,N,323,3600 AVE D,69361
0,NE,21009,11,28,1999,0001411,320,N,N,0448,0453,A,,CTY,86,,,N,0,0,1,2,0,0,N,419,2302 WEST 15TH,69361
0,NE,21009,11,28,1999,0001412,320,N,N,0707,0710,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,429,1718 AVENUE I,69361
0,NE,21009,11,28,1999,0001413,320,N,N,0829,0832,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,2601 3RD AVENUE,69361
0,NE,21009,11,28,1999,0001414,600,N,N,1737,1741,B,0,CTY,86,,,N,0,0,1,2,0,0,N,962,2621 5TH AVENUE,69361
0,NE,21009,11,29,1999,0001415,551,N,N,0305,0309,B,0,CTY,92,,,N,1,0,0,3,0,0,N,569,1507 WEST 27TH ST.,69361
0,NE,21009,11,29,1999,0001416,600,N,N,0856,0900,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,5TH AND EAST 14TH,69361
0,NE,21009,11,29,1999,0001417,320,N,N,1019,1022,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,2416 BROADWAY,69361
0,NE,21009,11,29,1999,0001418,600,N,N,1809,1810,A,0,CTY,86,,,N,0,0,1,2,0,0,N,965,313EAST 27TH,69361
0,NE,21009,11,30,1999,0001419,320,N,N,0245,0249,A,0,CTY,22,31,,N,1,0,1,5,0,0,N,449,606 EAST 27 TH,69361
0,NE,21009,11,30,1999,0001420,320,N,N,0715,0720,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,429,712 14th AVENUE,69361
0,NE,21009,11,30,1999,0001421,600,N,N,1954,1958,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,1413 EAST 17TH,69361
0,NE,21009,11,30,1999,0001422,320,N,N,2218,2221,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,3422 AVENUE H,69361
0,NE,21009,12,01,1999,0001423,320,N,N,1112,1115,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,429,OVERLAND CABINS #17,69361
0,NE,21009,12,01,1999,0001424,600,N,N,1203,1207,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,WEST 19 AVE G,69361
0,NE,21009,12,01,1999,0001425,600,N,N,1515,1524,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,502 SOUTH BROADWAY,69361
0,NE,21009,12,01,1999,0001426,320,N,N,1912,1915,A,0,CTY,86,,,N,0,0,1,2,0,0,N,419,1218 9TH AVE,69361
0,NE,21009,12,01,1999,0001427,320,N,N,2331,2335,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1518 15TH AVE,69361
0,NE,21009,12,02,1999,0001428,320,N,1,0030,0040,A,0,RUR,22,31,,N,0,0,1,2,0,0,N,419,43 SHADY LANE,69361
0,NE,21009,12,02,1999,0001429,400,N,N,1706,1708,C,0,CTY,41,,,N,0,0,1,2,0,0,N,962,16TH AND BROADWAY\,69361
0,NE,21009,12,02,1999,0001430,320,N,N,2034,2038,C,0,CTY,86,,,N,0,0,1,2,0,0,N,419,1306 E OVERLAND #6,69361
0,NE,21009,12,03,1999,0001431,600,N,N,1120,1123,B,0,CTY,86,,,N,0,0,1,2,0,0,N,962,601 SOUTH BROADWAY,69361
0,NE,21009,12,03,1999,0001432,320,N,N,1143,1149,B,0,CTY,22,31,,N,1,0,1,5,0,0,N,962,W. 27TH & AVENUE E,69361
0,NE,21009,12,03,1999,0001433,600,N,N,1937,1940,B,0,CTY,86,,,N,1,0,0,3,0,0,N,571,2002 AVE I,69361
0,NE,21009,12,03,1999,0001434,320,N,N,2254,2257,B,0,CTY,86,,,N,0,0,1,2,0,0,N,161,511 WEST 27TH,69361
0,NE,21009,12,04,1999,0001435,651,N,N,0019,0020,B,0,CTY,86,,,N,1,0,0,5,0,0,N,419,317 W. 19TH ST.,69361
0,NE,21009,12,04,1999,0001436,130,N,N,0400,0404,B,0,CTY,11,,,N,1,0,2,8,0,0,N,965,206 E. 20TH ST.,69361
0,NE,21009,12,04,1999,0001437,600,N,N,1401,1404,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,5TH AVENUE & E OVLND,69361
0,NE,21009,12,04,1999,0001438,600,N,N,1455,1458,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,E. 27TH AND HWY 26,69361
0,NE,21009,12,04,1999,0001439,300,N,N,1543,1548,C,0,CTY,22,31,,N,1,0,1,6,0,0,N,962,BELTLINE AND HWY 71,69361
0,NE,21009,12,04,1999,0001440,600,N,N,1743,1747,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,BELTLINE CURVE,69361
0,NE,21009,12,04,1999,0001441,300,N,N,1744,1749,C,0,CTY,22,31,,N,1,0,0,3,0,0,N,429,1408 EAST OVERLAND,69361
0,NE,21009,12,04,1999,0001442,320,N,N,2007,2010,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1514 AVENUE V,69361
0,NE,21009,12,05,1999,0001443,320,N,N,1144,1147,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,617 W 27TH ST,69361
0,NE,21009,12,05,1999,0001444,320,N,N,1709,1712,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1718 7TH AVE,69361
0,NE,21009,12,05,1999,0001445,320,N,N,2354,2359,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1326 14TH AVE,69361
0,NE,21009,12,06,1999,0001446,600,N,N,0802,0807,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,23 RD STREET & AVE C,69361
0,NE,21009,12,06,1999,0001447,600,N,N,1216,1219,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,,69361
0,NE,21009,12,06,1999,0001448,320,N,N,1217,1219,A,0,CTY,86,,,N,1,0,0,3,0,0,N,419,1701 10TH AVE,69361
0,NE,21009,12,06,1999,0001449,110,N,N,1934,1957,A,1,CTY,11,,,N,3,0,2,16,0,0,N,579,605 AVE B,69361
0,NE,21009,12,06,1999,0001450,600,N,N,2234,2239,A,0,CTY,86,,,N,0,0,1,2,0,0,N,965,1401 FRONTAGE ROAD,69361
0,NE,21009,12,07,1999,0001451,651,N,N,0011,0014,A,0,CTY,86,,,N,1,0,1,5,0,0,N,419,127 WEST 23RD,69361
0,NE,21009,12,07,1999,0001452,600,N,N,1538,1545,B,0,CTY,86,,,N,0,0,1,2,0,0,N,962,S. BELTLINE &AVE I,69361
0,NE,21009,12,08,1999,0001453,600,N,N,0027,0031,B,0,CTY,86,,,N,0,0,1,2,0,0,N,419,802 E. OVERLAND,69361
0,NE,21009,12,08,1999,0001454,600,N,N,0842,0846,A,0,CTY,86,,,N,0,0,1,2,0,0,N,965,1602 17TH AVENUE,69361
0,NE,21009,12,08,1999,0001455,320,N,N,0919,0923,A,0,CTY,22,31,,N,1,0,0,3,0,0,N,419,1705 15TH AVENUE,69361
0,NE,21009,12,08,1999,0001456,600,N,N,1552,1556,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,722 AVENUE I,69361
0,NE,21009,12,08,1999,0001457,320,N,N,2056,2059,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1102 SCHMID,69361
0,NE,21009,12,09,1999,0001458,150,N,N,2127,2128,C,0,CTY,11,,,N,1,0,1,5,0,0,N,962,1618 7TH AVE.,69361
0,NE,21009,12,09,1999,0001459,320,N,N,2136,2139,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,808 EAST OVERLAND #7,69361
0,NE,21009,12,09,1999,0001460,730,N,N,2304,2308,C,0,CTY,86,,,N,1,0,0,3,0,0,N,311,1423 BWDY,69361
0,NE,21009,12,10,1999,0001461,740,N,N,1404,1409,A,1,CTY,86,,,N,2,0,1,10,0,0,N,241,1601 EAST 27TH,69361
0,NE,21009,12,11,1999,0001462,320,N,N,2320,2324,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,417 LINCOLN COURT #6,69361
0,NE,21009,12,11,1999,0001463,300,N,N,0510,0513,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,429,1011 15TH AVE #148,69361
0,NE,21009,12,11,1999,0001464,300,N,N,0500,0500,A,2,RUR,22,31,,N,0,0,2,6,0,0,N,940,"LAKE MAHONEY, NP",69101
0,NE,21009,12,11,1999,0001465,440,N,N,1736,1739,C,1,CTY,86,,,N,2,0,2,12,0,0,N,323,4021 AVENUE B,69361
0,NE,21009,12,11,1999,0001466,320,N,N,1747,1750,C,0,CTY,86,,,N,0,0,1,2,0,0,N,581,1401 FRONTAGE ROAD,69361
0,NE,21009,12,13,1999,0001467,320,N,N,0027,0030,B,0,CTY,86,,,N,0,0,1,2,0,0,N,311,2100 CIRCLE DRIVE,69361
0,NE,21009,12,13,1999,0001468,730,N,N,0227,0231,B,0,CTY,41,,,N,1,0,0,5,0,0,N,419,1424 5TH AVE,69361
0,NE,21009,12,13,1999,0001469,320,N,N,0314,0317,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,210 EAST 14TH,69361
0,NE,21009,12,13,1999,0001470,320,N,N,1015,1018,C,0,CTY,22,31,,N,1,0,0,3,0,0,N,429,1015 15TH AVENUE #141,69361
0,NE,21009,12,13,1999,0001471,320,N,N,1105,1107,C,0,CTY,22,31,,N,1,0,0,3,0,0,N,579,2302 AVENUE I,69361
0,NE,21009,12,13,1999,0001472,600,N,N,1632,1632,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,5TH AVE & HWY 26,69361
0,NE,21009,12,13,1999,0001473,600,N,N,1636,1636,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,5TH AVE EAST 11TH ST.,69361
0,NE,21009,12,13,1999,0001474,320,N,N,1700,1702,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,323,105 EAST 21ST,69361
0,NE,21009,12,13,1999,0001475,300,N,N,2220,2223,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1706 10TH AVENUE,69361
0,NE,21009,12,14,1999,0001476,730,N,N,0941,0943,B,1,CTY,86,,,N,2,0,2,11,0,0,N,213,2214 AVE. C,69361
0,NE,21009,12,14,1999,0001477,600,N,N,1241,1245,B,0,CTY,86,,,N,0,0,1,2,0,0,N,962,AVE B& S. BELTLINE,69361
0,NE,21009,12,14,1999,0001478,410,N,N,1323,1328,B,0,CTY,41,,,N,1,0,1,5,0,0,N,962,AVENUE B & HWY 26,69361
0,NE,21009,12,15,1999,0001479,600,N,N,1155,1159,A,0,CTY,86,,,N,0,0,1,2,0,0,N,965,305 W.27TH STREET,69361
0,NE,21009,12,15,1999,0001480,600,N,N,1332,1338,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,1322 15TH AVE,69361
0,NE,21009,12,15,1999,0001481,730,N,N,1459,1503,A,1,CTY,86,,,N,2,0,2,9,0,0,N,429,617 WEST 33RD,69361
0,NE,21009,12,15,1999,0001482,600,N,N,1519,1526,A,0,CTY,86,,,N,0,0,1,2,0,0,N,965,2410 FRONTAGE ROAD,69361
0,NE,21009,12,15,1999,0001483,300,N,N,1550,1554,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,962,3RD AVE. AND E.18TH,69361
0,NE,21009,12,15,1999,0001484,600,N,N,1834,1839,A,0,CTY,86,,,N,0,0,1,2,0,0,N,961,HWY 26 & 21ST AVE.,69361
0,NE,21009,12,15,1999,0001485,730,N,N,1933,1937,A,1,CTY,86,,,N,2,0,1,9,0,0,N,311,111 WEST 36TH STREET,69361
0,NE,21009,12,15,1999,0001486,600,N,N,2020,2024,A,0,CTY,00,,,N,0,0,1,2,0,0,N,419,2602 AVE E.,69361
0,NE,21009,12,16,1999,0001487,531,N,N,0050,0053,A,1,CTY,41,,,N,2,0,1,8,0,0,N,321,1509 1ST AVE.,69361
0,NE,21009,12,16,1999,0001488,320,N,N,0810,0812,B,0,CTY,86,,,N,0,0,1,2,0,0,N,962,5TH AVE & EAST 20TH,69361
0,NE,21009,12,16,1999,0001489,600,N,N,1033,1036,B,0,CTY,86,,,N,1,0,1,5,0,0,N,962,WEST 20TH & AVE C,69361
0,NE,21009,12,17,1999,0001490,320,N,N,0109,0112,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,821 WEST 24TH,69361
0,NE,21009,12,17,1999,0001491,300,N,N,1434,1437,A,0,CTY,22,31,,N,1,0,1,6,0,0,N,962,E.15TH & 4TH AVE,69361
0,NE,21009,12,17,1999,0001492,600,N,N,1509,1513,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,AVE. B & W.27TH,69361
0,NE,21009,12,17,1999,0001493,600,N,N,1632,1636,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,E.14TH & 4TH AVE.,69361
0,NE,21009,12,17,1999,0001494,651,N,N,1803,1805,A,0,CTY,86,,,N,1,0,0,4,0,0,N,962,2100 BLK 5TH AVE.,69361
0,NE,21009,12,17,1999,0001495,320,N,N,2303,2305,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,2218 1ST AVE,69361
0,NE,21009,12,18,1999,0001496,600,N,N,0328,0333,A,0,CTY,00,,,N,0,0,1,2,0,0,N,419,802 E. OVERLAND,69361
0,NE,21009,12,18,1999,0001497,320,N,N,1059,1102,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1819 5TH AVENUE,69361
0,NE,21009,12,18,1999,0001498,600,N,N,2145,2145,C,0,CTY,00,,,N,0,0,1,2,0,0,N,962,300 BLOCK OF W. 27TH,69361
0,NE,21009,12,19,1999,0001499,320,N,N,0116,0118,C,0,CTY,22,31,,N,0,0,2,3,0,0,N,419,609 WEST 24TH STREET,69361
0,NE,21009,12,19,1999,0001500,320,N,N,0833,0836,A,0,CTY,22,31,,N,1,0,1,6,0,0,N,519,601 S. BROADWAY,69361
0,NE,21009,12,19,1999,0001502,320,N,N,2012,2017,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1909 E.30TH STREET,69361
0,NE,21009,12,20,1999,0001503,500,N,N,0945,0951,C,0,CTY,86,,,N,0,0,1,2,0,0,N,419,2701 8TH AVENUE,69361
0,NE,21009,12,20,1999,0001504,600,N,N,1023,1027,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,31ST STREET AND AVE F,69361
0,NE,21009,12,20,1999,0001505,130,N,N,1025,1027,C,0,CTY,86,,,N,0,0,2,2,0,0,N,579,1302 2ND AVE,69361
0,NE,21009,12,20,1999,0001506,600,N,N,1522,1524,C,0,CTY,00,,,N,0,0,1,3,0,0,N,962,2ND AVE & 24TH STREET,69361
0,NE,21009,12,20,1999,0001507,110,N,N,1650,1653,C,1,CTY,11,,,N,3,0,2,15,0,0,N,419,3009 AVENUE G,69361
0,NE,21009,12,20,1999,0001508,320,N,N,1728,1734,C,0,CTY,22,31,,N,0,0,1,3,0,0,N,419,2608 ERWIN STREET,69361
0,NE,21009,12,21,1999,0001509,600,N,N,0954,0958,B,0,CTY,86,,,N,0,0,1,2,0,0,N,962,HWY 26 & 14TH AVE,69361
0,NE,21009,12,21,1999,0001510,320,N,N,1035,1039,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,241,15 WEST 16TH,69361
0,NE,21009,12,22,1999,0001511,320,N,N,0403,0406,B,0,CTY,86,,,N,0,0,1,2,0,0,N,419,1513 COWAN DRIVE,69361
0,NE,21009,12,22,1999,0001512,600,N,N,1144,1149,C,0,CTY,00,,,N,0,0,1,2,0,0,N,965,1711 FRONTAGE ROAD,69361
0,NE,21009,12,22,1999,0001513,320,N,N,1150,1154,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,3002 8TH AVENUE,69361
0,NE,21009,12,22,1999,0001514,600,N,N,1412,1415,C,0,CTY,86,,,N,0,0,1,2,0,0,N,946,ZOO PONDS,69361
0,NE,21009,12,22,1999,0001515,350,N,N,1636,1639,C,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1513 COWEN DRIVE,69361
0,NE,21009,12,22,1999,0001516,531,N,N,1829,1833,C,1,CTY,41,,,N,2,0,3,13,0,0,N,429,2100 CIRCLE DRIVE,69361
0,NE,21009,12,22,1999,0001517,500,N,N,1903,1909,C,0,CTY,86,,,N,1,0,0,5,0,0,N,962,17TH ST/AVE I,69361
0,NE,21009,12,22,1999,0001518,600,N,N,1919,1923,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,12TH AVE & PRIMROSE,69361
0,NE,21009,12,23,1999,0001519,600,N,N,0439,0444,C,0,CTY,86,,,N,0,0,1,2,0,0,N,429,1914 10TH AVENUE,69361
0,NE,21009,12,23,1999,0001520,600,N,N,0927,0930,B,0,CTY,41,,,N,0,0,1,2,0,0,N,960,401 S. BELTLINE,69361
0,NE,21009,12,23,1999,0001521,600,N,N,1252,1254,B,0,CTY,41,,,N,1,0,0,3,0,0,N,962,20TH AND AVE B,69361
0,NE,21009,12,23,1999,0001522,600,N,N,1501,1501,B,0,CTY,86,,,N,1,0,0,3,0,0,N,962,20TH ST. AND 9TH AVE,69361
0,NE,21009,12,23,1999,0001523,600,N,N,1817,1825,B,0,CTY,86,,,N,1,0,1,5,0,0,N,113,22 SOUTH BELTLINE,69361
0,NE,21009,12,23,1999,0001524,150,N,N,2056,2059,B,0,CTY,11,,,N,2,0,2,12,0,0,N,419,1900 BLOCK 9TH AVE.,69361
0,NE,21009,12,23,1999,0001525,320,N,N,2121,2124,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,400,1822 AVE. X  #2,69361
0,NE,21009,12,23,1999,0001526,320,N,N,2305,2309,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1501 14TH AVE,69361
0,NE,21009,12,24,1999,0001527,320,N,N,0119,0122,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,3010 AVE. G,69361
0,NE,21009,12,24,1999,0001528,300,N,N,0405,0410,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,400,70 JERRY DR.,69361
0,NE,21009,12,24,1999,0001529,320,N,N,0429,0434,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1501 14TH AVE,69361
0,NE,21009,12,24,1999,0001530,600,N,N,1514,1517,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,518 S. BROADWAY,69361
0,NE,21009,12,24,1999,0001531,600,N,N,1754,1758,A,1,CTY,41,,,N,2,0,1,11,0,0,N,419,501 B WEST 19TH,69361
0,NE,21009,12,24,1999,0001532,320,N,N,2244,2247,A,0,CTY,86,,,N,0,0,1,2,0,0,N,419,1501 14TH AVE,69361
0,NE,21009,12,25,1999,0001533,320,N,N,0159,0205,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1501 14TH AVE,69361
0,NE,21009,12,25,1999,0001534,551,N,N,0201,0206,A,0,CTY,92,,,N,1,0,0,3,0,0,N,419,912 EAST 14TH ST,69361
0,NE,21009,12,25,1999,0001535,320,N,N,0434,0438,A,0,CTY,86,,,N,0,0,1,2,0,0,N,419,1810 8TH AVE,69361
0,NE,21009,12,25,1999,0001536,320,N,N,1238,1242,B,0,CTY,22,31,,N,0,0,1,3,0,0,N,419,1328 7TH AVENUE,69361
0,NE,21009,12,25,1999,0001537,600,N,N,1605,1608,B,1,CTY,86,,,N,2,0,2,13,0,0,N,419,2617 AVE F,69361
0,NE,21009,12,25,1999,0001538,320,N,N,1638,1641,B,0,CTY,22,31,,N,1,0,0,4,0,0,N,419,1221 4TH AVE,69361
0,NE,21009,12,26,1999,0001539,600,N,N,1049,1053,A,0,CTY,86,,,N,1,0,0,3,0,0,N,962,2ND AVE. & 23RD ST.,69361
0,NE,21009,12,26,1999,0001540,320,N,N,1622,1625,A,0,CTY,22,31,,N,0,0,1,2,0,0,N,419,1512 14TH AVE,69361
0,NE,21009,12,26,1999,0001541,320,N,N,2200,2203,A,0,CTY,86,,,N,0,0,1,2,0,0,N,419,1905 6TH AVE,69361
0,NE,21009,12,27,1999,0001542,600,N,N,1210,1213,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,16TH AVE & E. 12TH ST,69361
0,NE,21009,12,28,1999,0001543,740,N,N,0843,0847,A,1,CTY,86,,,N,1,0,1,9,0,0,N,323,4021 AVE B,69361
0,NE,21009,12,28,1999,0001544,740,N,N,1539,1544,A,1,CTY,86,,,N,1,0,1,8,0,0,N,211,3118 17TH AVE,69361
0,NE,21009,12,28,1999,0001545,600,N,N,2158,2202,A,0,CTY,86,,,N,0,0,1,2,0,0,N,962,31 ST AND AVE G,69361
0,NE,21009,12,29,1999,0001546,410,N,N,0900,0902,C,0,CTY,86,,,N,0,0,1,2,0,0,N,962,2000 BLK AVENUE D,69361
0,NE,21009,12,30,1999,0001547,320,N,N,0938,0941,B,0,CTY,00,,,N,0,0,1,2,0,0,N,340,515 W. 27TH,69361
0,NE,21009,12,30,1999,0001548,410,N,N,0944,0944,B,0,CTY,41,,,N,0,0,1,2,0,0,N,965,111 W. 19TH ST.,69361
0,NE,21009,12,30,1999,0001549,320,N,N,1109,1111,B,0,CTY,22,31,,N,1,0,1,5,0,0,N,331,1421 BROADWAY,69361
0,NE,21009,12,30,1999,0001550,600,N,N,1713,1716,B,0,CTY,86,,,N,0,0,1,2,0,0,N,962,AVE. B & WEST OVLD,69361
0,NE,21009,12,30,1999,0001551,320,N,N,2104,2107,B,0,CTY,22,31,,N,0,0,1,2,0,0,N,439,1509 1ST AVE.,69361
0,NE,21009,12,30,1999,0001552,300,N,N,2153,2158,B,0,CTY,22,31,,N,1,0,1,5,0,0,N,419,909 1/2 E. OVLD,69361
0,NE,21009,12,31,1999,0001553,400,N,N,0902,0904,C,0,CTY,41,,,N,0,0,1,2,0,0,N,962,1700 BLK 1ST AVENUE,69361
0,NE,21009,12,31,1999,0001554,600,N,N,1555,1557,C,0,CTY,86,,,N,0,0,1,2,0,0,N,965,8 EAST 20TH,69361
0,NE,21009,12,31,1999,0001555,140,N,N,1952,1955,C,0,CTY,86,,,N,1,0,0,5,0,0,N,419,1418 11TH AVE,69361
0,NE,22001,1,03,1999,0000062,730,N,N,1407,1409,2,1,1,86,,,N,1,0,1,17,0,0,N,464,1014 Boswell Avenue,68333
0,NE,22001,1,04,1999,0000106,730,N,N,2107,2107,2,1,1,86,,,N,0,0,0,18,0,0,N,700,1406 NORMAN AVENUE,68333
0,NE,22001,1,05,1999,0000130,130,N,N,1609,1613,2,1,1,11,,,N,1,0,1,20,0,0,N,UUU,1940 KINGWOOD AVENUE,68333
0,NE,22001,1,05,1999,0000138,571,N,N,2100,2100,2,1,1,92,,,N,0,0,0,7,0,0,N,UUU,1133 LINDEN AVENUE,68333
0,NE,22001,1,08,1999,0000211,110,N,N,0219,0222,3,1,1,11,,,N,3,0,1,26,0,0,N,419,828 LINDEN AVENUE,68333
0,NE,22001,1,12,1999,0000333,130,N,N,0626,0629,3,1,1,11,,,N,0,0,1,22,0,0,N,UUU,515 E 14TH STREET,68333
0,NE,22001,1,13,1999,0000371,130,N,N,1240,1241,1,1,1,86,,,N,0,0,0,16,0,0,N,UUU,801 W 12TH STREET,68333
0,NE,22001,1,23,1999,0000690,500,N,N,1100,1102,1,1,1,86,,,N,0,0,1,3,0,0,N,564,1112 MAIN AVENUE,68333
0,NE,22001,1,24,1999,0000728,110,N,N,2048,2049,2,1,1,11,,,N,1,0,1,20,0,0,N,250,325 E 9TH STREET,68333
0,NE,22001,1,28,1999,0000816,571,N,N,2130,2130,2,1,1,92,,,N,0,0,1,10,0,0,N,UUU,1614 IVY AVENUE,68333
0,NE,22001,2,01,1999,0000930,100,N,N,1126,1130,1,1,1,86,,,N,3,0,1,21,0,0,N,700,14TH NORMAN AVENUE,68333
0,NE,22001,2,02,1999,0000980,410,N,N,1637,1642,2,1,1,86,,,N,0,0,1,3,0,0,N,700,Friskies Pet Food,68333
0,NE,22001,2,05,1999,0001084,100,N,N,1718,1719,2,1,1,11,,,N,1,0,1,23,0,0,N,419,1025 CRESTLINE DRIVE,68333
0,NE,22001,2,07,1999,0001177,730,N,N,1403,1403,1,1,1,86,,,N,0,0,1,18,0,0,N,323,1540 GROVE AVENUE,68333
0,NE,22001,2,08,1999,0001195,130,N,N,0344,0355,3,1,2,11,,,N,1,0,1,22,0,0,N,UUU,1800 & HH,68333
0,NE,22001,2,10,1999,0001296,651,N,N,1909,1911,2,1,1,86,,,N,0,0,1,5,0,0,N,419,242 W 12TH STREET,68333
0,NE,22001,2,13,1999,0001377,140,N,N,1542,1550,,,,86,,,N,0,0,0,0,0,0,N,UUU,SW 114 & E Hwy 33,68333
0,NE,22001,2,14,1999,0001423,140,N,N,1413,1416,,,,86,,,N,0,0,0,0,0,0,N,UUU,3 miles north on Bosw,68333
0,NE,22001,2,16,1999,0001483,561,N,N,1748,1754,2,1,1,11,,,N,0,0,1,2,0,0,N,UUU,345 W 7TH STREET,68333
0,NE,22001,2,20,1999,0001596,740,N,N,2158,2159,2,1,1,86,,,N,0,0,1,18,0,0,N,464,1014 Boswell Avenue,68333
0,NE,22001,2,28,1999,0001854,730,N,N,0022,0023,3,1,1,86,,,N,0,0,0,28,0,0,N,464,1014 Boswell Avenue,68333
0,NE,22001,2,28,1999,0001891,140,N,N,1919,1920,,,,11,,,N,0,0,0,0,0,0,N,124,7TH PINE AVENUE,68333
